xq2_bin,z_bin0,pt2_bin0,phi_content_sum,phi_error_sum,phi_bin_count,z_bin,pt2_bin,spec_content,spec_error,_merge,diff_phi_minus_spec,ratio_phi_over_spec
1,6,5,9137.453000000001,98.26150808521106,8,6.0,5.0,9762.68,597.534,both,-625.226999999999,0.9359574420138733
1,6,6,6764.906999999999,85.19044965076779,8,6.0,6.0,7374.63,467.408,both,-609.7230000000009,0.917321546979306
1,6,7,6227.461,80.34557559841114,8,6.0,7.0,6812.74,518.721,both,-585.2789999999995,0.9140905127745959
1,6,8,2692.782,53.21252907624294,8,6.0,8.0,3265.84,237.0,both,-573.058,0.8245296768978272
1,6,9,1061.4303,33.679495278921564,8,6.0,9.0,1467.14,94.2436,both,-405.7097000000001,0.7234689940973594
1,6,10,92.1442,10.333774139591982,8,6.0,10.0,262.749,44.9047,both,-170.6048,0.3506928665760859
1,7,0,2587.6612,54.425996227240525,8,7.0,0.0,3171.06,286.117,both,-583.3987999999999,0.8160240424337604
1,7,1,1904.0872,45.48070614111549,8,7.0,1.0,2121.81,186.162,both,-217.7228,0.8973881733048671
1,7,2,1239.1286,36.80538158819305,8,7.0,2.0,1475.04,137.764,both,-235.91139999999996,0.8400644050330839
1,7,3,851.2339999999999,30.181325553560434,8,7.0,3.0,1121.77,122.53,both,-270.53600000000006,0.7588311329416904
1,7,4,1017.3964,32.90350673428138,8,7.0,4.0,1400.12,100.687,both,-382.7235999999999,0.726649430048853
1,7,5,370.2343,20.070354917761172,8,7.0,5.0,579.481,81.5201,both,-209.24669999999998,0.6389067113503291
1,7,6,57.123830000000005,8.396027253409795,8,7.0,6.0,227.746,42.3898,both,-170.62217,0.25082253914448555
1,7,7,0.0,0.0,8,7.0,7.0,56.1679,17.3502,both,-56.1679,0.0
1,7,8,0.0,0.0,8,7.0,8.0,0.0,0.0,both,0.0,
1,7,9,0.0,0.0,8,7.0,9.0,0.0,0.0,both,0.0,
1,7,10,0.0,0.0,8,7.0,10.0,0.0,0.0,both,0.0,
2,0,0,12029.667,278.39279893181504,8,0.0,0.0,14469.4,3176.28,both,-2439.733,0.8313867195598988
2,0,1,10494.88,169.9678919281227,8,0.0,1.0,12796.6,2231.17,both,-2301.720000000001,0.8201303471234546
2,0,2,6692.3478,101.83230493158838,8,0.0,2.0,8336.65,1156.28,both,-1644.3022,0.8027622366298213
2,0,3,3391.5913,66.00836001378916,8,0.0,3.0,4268.51,636.674,both,-876.9187000000002,0.7945609357832124
2,0,4,1374.546,40.386111171911566,8,0.0,4.0,1919.11,266.223,both,-544.5639999999999,0.7162413827242837
2,0,5,0.0,0.0,8,0.0,5.0,0.0,0.0,both,0.0,
2,0,6,0.0,0.0,8,0.0,6.0,0.0,0.0,both,0.0,
2,0,7,0.0,0.0,8,0.0,7.0,0.0,0.0,both,0.0,
2,0,8,0.0,0.0,8,0.0,8.0,0.0,0.0,both,0.0,
2,0,9,0.0,0.0,8,0.0,9.0,0.0,0.0,both,0.0,
2,0,10,0.0,0.0,8,0.0,10.0,0.0,0.0,both,0.0,
2,1,0,116586.32,705.5379705865872,8,1.0,0.0,122493.0,16514.6,both,-5906.679999999993,0.951779448621554
2,1,1,98901.985,491.1364196001148,8,1.0,1.0,98518.5,9072.53,both,383.4850000000006,1.0038925176489695
2,1,2,89495.02,383.67987856266325,8,1.0,2.0,91870.3,6824.0,both,-2375.279999999999,0.9741452896093732
2,1,3,64251.31,293.7449041799364,8,1.0,3.0,66514.1,3795.81,both,-2262.790000000008,0.9659802959071835
2,1,4,69193.06,302.4474116657307,8,1.0,4.0,72092.6,4202.39,both,-2899.540000000008,0.9597803380652105
2,1,5,25679.367,171.60437883230136,8,1.0,5.0,27364.0,1042.83,both,-1684.6330000000016,0.9384361569945914
2,1,6,7562.302,91.33260938004015,8,1.0,6.0,8493.33,397.551,both,-931.0280000000002,0.8903812756598413
2,1,7,1328.6868,37.66601922004634,8,1.0,7.0,1792.45,122.152,both,-463.7632000000001,0.7412685430555942
2,1,8,0.0,0.0,8,1.0,8.0,0.0,0.0,both,0.0,
2,1,9,0.0,0.0,8,1.0,9.0,0.0,0.0,both,0.0,
2,1,10,0.0,0.0,8,1.0,10.0,0.0,0.0,both,0.0,
2,2,0,106119.23,538.9904849164686,8,2.0,0.0,107194.0,3299.28,both,-1074.770000000004,0.9899735992686157
2,2,1,90894.966,412.08293199045505,8,2.0,1.0,90307.5,3239.51,both,587.4660000000003,1.0065051739888713
2,2,2,81779.203,340.10422477064293,8,2.0,2.0,80739.0,2405.22,both,1040.202999999994,1.0128835259292286
2,2,3,75308.08,306.1692182677089,8,2.0,3.0,75827.9,2574.41,both,-519.8199999999924,0.9931447396011231
2,2,4,112109.87,375.8206620241362,8,2.0,4.0,113289.0,3513.5,both,-1179.1300000000047,0.9895918403375438
2,2,5,61486.82,267.3068309659519,8,2.0,5.0,63513.7,1820.36,both,-2026.8799999999974,0.9680875149770837
2,2,6,32749.21,189.33854674793508,8,2.0,6.0,34473.5,1238.04,both,-1724.2900000000009,0.9499821602100164
2,2,7,22579.632,155.64270687581222,8,2.0,7.0,24003.1,638.91,both,-1423.4679999999971,0.9406964933696066
2,2,8,7045.7959,86.18367341669419,8,2.0,8.0,7821.32,281.928,both,-775.5240999999996,0.9008448573898012
2,2,9,1777.282,42.97696308523905,8,2.0,9.0,2285.47,91.2714,both,-508.1879999999999,0.7776439857009718
